S2801_C01_001E,S2801_C01_005E,S2801_C01_006E,FIPS,STATEFP,COUNTYFP,TRACTCE
1085,566,156,48113009103,48,113,009103
931,665,79,48113009104,48,113,009104
1066,605,79,48113009105,48,113,009105
1867,838,189,48113009201,48,113,009201
1720,1111,78,48113009202,48,113,009202
1268,939,193,48113009301,48,113,009301
1074,737,124,48113009303,48,113,009303
2199,1118,216,48113009304,48,113,009304
1338,1178,104,48113009401,48,113,009401
1134,1027,0,48113009402,48,113,009402
865,761,0,48113009500,48,113,009500
1851,1732,96,48113009603,48,113,009603
2211,1816,122,48113009604,48,113,009604
1237,1102,203,48113009605,48,113,009605
1301,1191,28,48113009607,48,113,009607
1255,1095,71,48113009608,48,113,009608
1215,995,9,48113009609,48,113,009609
1451,1187,573,48113009610,48,113,009610
1274,1167,193,48113009611,48,113,009611
1477,1393,224,48113009701,48,113,009701
1218,1064,31,48113009702,48,113,009702
1878,1667,560,48113009802,48,113,009802
738,641,86,48113009803,48,113,009803
2394,2144,988,48113009804,48,113,009804
2180,2006,259,48113009900,48,113,009900
2619,2329,303,48113010000,48,113,010000
1324,943,512,48113010101,48,113,010101
855,569,151,48113010102,48,113,010102
827,626,140,48113010500,48,113,010500
1497,1063,270,48113010601,48,113,010601
895,735,213,48113010602,48,113,010602
1879,1227,358,48113010701,48,113,010701
840,535,177,48113010703,48,113,010703
1643,1139,321,48113010704,48,113,010704
2959,1956,237,48113010801,48,113,010801
2712,2133,337,48113010803,48,113,010803
1828,1253,402,48113010804,48,113,010804
1804,1344,148,48113010805,48,113,010805
3043,2052,490,48113010902,48,113,010902
1487,917,225,48113010903,48,113,010903
1789,1066,303,48113010904,48,113,010904
2862,1791,477,48113011001,48,113,011001
1244,777,88,48113011002,48,113,011002
1656,1160,87,48113011101,48,113,011101
1240,633,167,48113011103,48,113,011103
1350,761,203,48113011104,48,113,011104
1667,1162,251,48113011105,48,113,011105
2651,1903,475,48113011200,48,113,011200
2074,1399,280,48113011300,48,113,011300
1926,1116,416,48113011401,48,113,011401
1350,748,272,48113011500,48,113,011500
1455,863,295,48113011601,48,113,011601
1957,1251,206,48113011602,48,113,011602
1908,1094,181,48113011701,48,113,011701
1583,1061,205,48113011702,48,113,011702
2778,1830,339,48113011800,48,113,011800
2795,1845,179,48113011900,48,113,011900
2693,1490,280,48113012000,48,113,012000
2078,1409,185,48113012100,48,113,012100
2479,1772,78,48113012204,48,113,012204
1823,1374,131,48113012206,48,113,012206
2741,2147,326,48113012207,48,113,012207
1122,655,167,48113012208,48,113,012208
1086,821,172,48113012209,48,113,012209
2101,1446,451,48113012210,48,113,012210
1837,1218,264,48113012211,48,113,012211
1465,1023,107,48113012301,48,113,012301
2726,1824,488,48113012302,48,113,012302
2125,1608,165,48113012400,48,113,012400
2513,1864,216,48113012500,48,113,012500
1850,1438,247,48113012601,48,113,012601
654,518,38,48113012603,48,113,012603
2689,1946,482,48113012604,48,113,012604
1944,1170,222,48113012701,48,113,012701
1062,810,39,48113012702,48,113,012702
3240,2519,148,48113012800,48,113,012800
2194,1867,94,48113012900,48,113,012900
2550,2214,78,48113013004,48,113,013004
1656,1372,45,48113013005,48,113,013005
1363,1051,175,48113013007,48,113,013007
1413,1275,131,48113013008,48,113,013008
1793,1592,140,48113013009,48,113,013009
2013,1701,592,48113013010,48,113,013010
1827,1377,644,48113013011,48,113,013011
1179,996,5,48113013101,48,113,013101
812,736,6,48113013102,48,113,013102
585,524,17,48113013104,48,113,013104
3859,3312,299,48113013105,48,113,013105
3865,3458,173,48113013200,48,113,013200
750,677,5,48113013300,48,113,013300
754,730,0,48113013400,48,113,013400
884,847,0,48113013500,48,113,013500
2094,1905,40,48113013605,48,113,013605
2470,2112,200,48113013606,48,113,013606
1327,1158,95,48113013607,48,113,013607
925,847,0,48113013608,48,113,013608
1215,1136,100,48113013609,48,113,013609
1784,1621,208,48113013610,48,113,013610
1367,1251,0,48113013611,48,113,013611
2478,2320,469,48113013615,48,113,013615
3795,3707,294,48113013616,48,113,013616
1222,1141,77,48113013617,48,113,013617
1253,1149,36,48113013618,48,113,013618
2024,1896,0,48113013619,48,113,013619
3423,3057,132,48113013620,48,113,013620
2118,1821,254,48113013621,48,113,013621
1569,1409,79,48113013622,48,113,013622
3370,2992,671,48113013623,48,113,013623
2274,2139,117,48113013624,48,113,013624
1342,1322,93,48113013625,48,113,013625
1487,1379,125,48113013626,48,113,013626
984,874,284,48113013711,48,113,013711
769,708,82,48113013712,48,113,013712
190,146,63,48113013713,48,113,013713
2096,1915,431,48113013714,48,113,013714
684,653,42,48113013715,48,113,013715
1821,1510,187,48113013716,48,113,013716
945,847,272,48113013717,48,113,013717
1457,1341,323,48113013718,48,113,013718
1742,1611,108,48113013719,48,113,013719
2167,1927,240,48113013720,48,113,013720
2472,2127,0,48113013721,48,113,013721
2318,2105,107,48113013722,48,113,013722
1910,1790,284,48113013725,48,113,013725
1304,1165,53,48113013726,48,113,013726
1643,1539,70,48113013727,48,113,013727
2819,2366,175,48113013803,48,113,013803
1338,1181,57,48113013804,48,113,013804
1990,1916,215,48113013805,48,113,013805
2238,2168,104,48113013806,48,113,013806
1020,834,96,48113013901,48,113,013901
1689,1421,131,48113013902,48,113,013902
1854,1681,245,48113014001,48,113,014001
28,24,7,48113014002,48,113,014002
1625,1387,147,48113014103,48,113,014103
2000,1875,362,48113014113,48,113,014113
1558,1338,97,48113014114,48,113,014114
2155,1822,161,48113014115,48,113,014115
1994,1912,164,48113014116,48,113,014116
1670,1560,53,48113014119,48,113,014119
1828,1647,40,48113014120,48,113,014120
2685,2450,194,48113014121,48,113,014121
2086,1978,11,48113014123,48,113,014123
1428,1370,17,48113014124,48,113,014124
2302,2157,76,48113014126,48,113,014126
4235,4095,11,48113014127,48,113,014127
1524,1427,16,48113014128,48,113,014128
2044,1862,32,48113014129,48,113,014129
1787,1787,51,48113014130,48,113,014130
2065,1978,174,48113014131,48,113,014131
1004,869,65,48113014132,48,113,014132
2433,2277,266,48113014133,48,113,014133
1497,1449,28,48113014134,48,113,014134
1870,1672,65,48113014135,48,113,014135
2886,2571,40,48113014136,48,113,014136
3918,3788,29,48113014137,48,113,014137
1823,1734,76,48113014138,48,113,014138
1102,955,115,48113014203,48,113,014203
644,605,122,48113014204,48,113,014204
621,546,5,48113014205,48,113,014205
3905,3769,78,48113014206,48,113,014206
2120,1682,294,48113014302,48,113,014302
1624,1440,261,48113014306,48,113,014306
1767,1516,32,48113014307,48,113,014307
1397,1226,321,48113014308,48,113,014308
1707,1455,374,48113014309,48,113,014309
1867,1628,253,48113014310,48,113,014310
2081,1950,187,48113014311,48,113,014311
2169,2037,54,48113014312,48,113,014312
1938,1731,226,48113014403,48,113,014403
1288,1005,271,48113014405,48,113,014405
1365,1187,283,48113014406,48,113,014406
1916,1754,299,48113014407,48,113,014407
1479,1324,174,48113014408,48,113,014408
902,714,12,48113014501,48,113,014501
1408,1209,208,48113014502,48,113,014502
641,542,78,48113014601,48,113,014601
1389,1064,264,48113014602,48,113,014602
506,394,162,48113014603,48,113,014603
1462,1227,386,48113014701,48,113,014701
983,774,98,48113014702,48,113,014702
664,532,149,48113014703,48,113,014703
356,288,26,48113014901,48,113,014901
791,641,188,48113014902,48,113,014902
2195,1895,353,48113015000,48,113,015000
1794,1500,163,48113015100,48,113,015100
1006,867,328,48113015202,48,113,015202
2275,2066,169,48113015204,48,113,015204
1109,952,263,48113015205,48,113,015205
1272,1115,67,48113015206,48,113,015206
512,379,47,48113015303,48,113,015303
1180,927,221,48113015304,48,113,015304
1347,1092,76,48113015305,48,113,015305
1645,1318,212,48113015306,48,113,015306
2784,2222,56,48113015401,48,113,015401
1195,953,111,48113015403,48,113,015403
1517,1051,219,48113015404,48,113,015404
1158,824,170,48113015500,48,113,015500
1489,1045,210,48113015600,48,113,015600
704,482,41,48113015700,48,113,015700
612,433,86,48113015800,48,113,015800
1270,859,208,48113015900,48,113,015900
1363,895,168,48113016001,48,113,016001
885,509,143,48113016002,48,113,016002
1518,911,182,48113016100,48,113,016100
1284,862,80,48113016201,48,113,016201
2061,1249,160,48113016202,48,113,016202
1931,1372,118,48113016301,48,113,016301
548,368,63,48113016302,48,113,016302
3332,2643,56,48113016401,48,113,016401
1619,1207,195,48113016406,48,113,016406
2254,1502,159,48113016407,48,113,016407
2323,1849,225,48113016408,48,113,016408
1152,939,13,48113016409,48,113,016409
1532,1300,58,48113016410,48,113,016410
2816,2310,96,48113016411,48,113,016411
1591,1374,9,48113016412,48,113,016412
2204,2121,124,48113016413,48,113,016413
2269,1661,247,48113016502,48,113,016502
1878,1529,167,48113016509,48,113,016509
4702,3892,216,48113016510,48,113,016510
1505,1249,151,48113016511,48,113,016511
1794,1567,70,48113016513,48,113,016513
2390,2071,149,48113016514,48,113,016514
1790,1347,303,48113016516,48,113,016516
1641,1267,303,48113016517,48,113,016517
1689,1392,277,48113016518,48,113,016518
774,657,74,48113016519,48,113,016519
2226,1479,364,48113016520,48,113,016520
2012,1534,186,48113016521,48,113,016521
1305,1228,121,48113016522,48,113,016522
1751,1625,93,48113016523,48,113,016523
2865,2008,704,48113016605,48,113,016605
2954,2529,217,48113016606,48,113,016606
2047,1479,547,48113016607,48,113,016607
1978,1709,370,48113016610,48,113,016610
2246,2002,199,48113016611,48,113,016611
4437,4070,643,48113016612,48,113,016612
1274,1180,89,48113016615,48,113,016615
1857,1696,94,48113016616,48,113,016616
1497,1301,11,48113016617,48,113,016617
1758,1506,144,48113016618,48,113,016618
1520,1261,125,48113016619,48,113,016619
1980,1810,101,48113016620,48,113,016620
2087,1792,195,48113016621,48,113,016621
1129,1047,90,48113016622,48,113,016622
2107,1898,144,48113016623,48,113,016623
1079,948,110,48113016624,48,113,016624
3117,2959,175,48113016625,48,113,016625
1615,1389,125,48113016626,48,113,016626
2504,1515,453,48113016701,48,113,016701
3469,2802,449,48113016703,48,113,016703
1341,1039,152,48113016704,48,113,016704
2602,2106,354,48113016705,48,113,016705
1503,1356,78,48113016802,48,113,016802
2163,1773,160,48113016803,48,113,016803
2829,2553,175,48113016804,48,113,016804
1156,946,159,48113016902,48,113,016902
1756,1423,338,48113016903,48,113,016903
2450,1861,243,48113017001,48,113,017001
3274,2490,575,48113017003,48,113,017003
2767,2428,636,48113017004,48,113,017004
1677,1489,262,48113017101,48,113,017101
1758,1407,241,48113017102,48,113,017102
1503,1203,226,48113017201,48,113,017201
2561,2139,397,48113017202,48,113,017202
1535,1353,216,48113017301,48,113,017301
2472,2216,81,48113017303,48,113,017303
2741,2493,51,48113017304,48,113,017304
3152,2933,48,48113017305,48,113,017305
2268,2001,172,48113017306,48,113,017306
1714,1449,156,48113017400,48,113,017400
1317,1099,87,48113017500,48,113,017500
1153,944,78,48113017602,48,113,017602
860,720,181,48113017604,48,113,017604
1121,710,126,48113017605,48,113,017605
1400,1270,162,48113017606,48,113,017606
2741,2164,174,48113017702,48,113,017702
1654,1305,473,48113017703,48,113,017703
1943,1580,307,48113017704,48,113,017704
2415,2098,278,48113017804,48,113,017804
1971,1529,259,48113017805,48,113,017805
1554,1254,225,48113017806,48,113,017806
2188,1810,376,48113017807,48,113,017807
1515,1353,59,48113017808,48,113,017808
1433,1348,104,48113017811,48,113,017811
749,586,36,48113017812,48,113,017812
2458,2035,273,48113017813,48,113,017813
1867,1600,109,48113017814,48,113,017814
1417,1153,132,48113017900,48,113,017900
2187,1799,215,48113018001,48,113,018001
957,684,53,48113018002,48,113,018002
2490,2271,181,48113018104,48,113,018104
1554,1285,141,48113018105,48,113,018105
2070,1571,0,48113018110,48,113,018110
2044,1644,165,48113018111,48,113,018111
2745,2474,196,48113018118,48,113,018118
1483,1310,7,48113018120,48,113,018120
1638,1449,179,48113018121,48,113,018121
5316,5032,243,48113018122,48,113,018122
2979,2753,106,48113018123,48,113,018123
6052,5582,55,48113018124,48,113,018124
2168,1883,43,48113018126,48,113,018126
860,714,53,48113018127,48,113,018127
1912,1768,159,48113018128,48,113,018128
1789,1485,154,48113018129,48,113,018129
1893,1561,330,48113018130,48,113,018130
1697,1550,74,48113018132,48,113,018132
1403,1242,0,48113018133,48,113,018133
1911,1738,83,48113018134,48,113,018134
1317,1239,30,48113018135,48,113,018135
2885,2552,15,48113018136,48,113,018136
1356,1231,55,48113018137,48,113,018137
1929,1714,262,48113018138,48,113,018138
3035,2773,64,48113018139,48,113,018139
2016,1814,44,48113018140,48,113,018140
1743,1463,241,48113018141,48,113,018141
1186,1080,71,48113018142,48,113,018142
1748,1585,134,48113018203,48,113,018203
1073,846,197,48113018204,48,113,018204
1350,1184,296,48113018205,48,113,018205
1161,943,122,48113018206,48,113,018206
2018,1589,150,48113018300,48,113,018300
1408,1220,308,48113018401,48,113,018401
1306,1124,40,48113018402,48,113,018402
457,381,79,48113018403,48,113,018403
1169,966,120,48113018501,48,113,018501
2865,2554,471,48113018503,48,113,018503
1874,1634,494,48113018505,48,113,018505
1642,1473,468,48113018506,48,113,018506
1304,1072,85,48113018600,48,113,018600
1870,1671,485,48113018700,48,113,018700
1357,1162,206,48113018801,48,113,018801
501,400,43,48113018802,48,113,018802
1814,1594,202,48113018900,48,113,018900
2140,1925,243,48113019004,48,113,019004
1648,1296,400,48113019013,48,113,019013
1959,1737,153,48113019014,48,113,019014
1240,1118,92,48113019016,48,113,019016
1891,1581,148,48113019018,48,113,019018
2736,2290,421,48113019019,48,113,019019
2137,1710,138,48113019020,48,113,019020
2384,2077,139,48113019021,48,113,019021
2168,1988,69,48113019023,48,113,019023
1508,1359,53,48113019024,48,113,019024
1567,1462,13,48113019025,48,113,019025
1920,1567,38,48113019026,48,113,019026
1968,1709,169,48113019027,48,113,019027
1137,1016,63,48113019028,48,113,019028
2185,1926,137,48113019029,48,113,019029
2303,2202,20,48113019031,48,113,019031
1072,941,111,48113019032,48,113,019032
1195,1037,198,48113019033,48,113,019033
2064,1805,425,48113019034,48,113,019034
2336,2142,532,48113019035,48,113,019035
1156,1065,0,48113019036,48,113,019036
1260,1065,35,48113019037,48,113,019037
1009,965,8,48113019038,48,113,019038
2323,2120,125,48113019039,48,113,019039
2799,2423,134,48113019040,48,113,019040
1179,1046,16,48113019041,48,113,019041
1978,1830,29,48113019042,48,113,019042
2850,2629,18,48113019043,48,113,019043
2601,2359,166,48113019100,48,113,019100
1840,1618,130,48113019202,48,113,019202
1634,1423,30,48113019203,48,113,019203
2718,2375,291,48113019204,48,113,019204
1552,1443,0,48113019205,48,113,019205
2541,2199,72,48113019206,48,113,019206
1988,1741,372,48113019208,48,113,019208
1573,1294,8,48113019210,48,113,019210
2337,1801,217,48113019211,48,113,019211
1108,1046,478,48113019212,48,113,019212
1406,1152,382,48113019213,48,113,019213
996,979,5,48113019301,48,113,019301
983,897,0,48113019302,48,113,019302
1733,1617,11,48113019400,48,113,019400
2201,2075,44,48113019501,48,113,019501
1767,1663,8,48113019502,48,113,019502
922,825,23,48113019600,48,113,019600
787,741,0,48113019700,48,113,019700
1947,1837,41,48113019800,48,113,019800
1133,684,179,48113019900,48,113,019900
1692,1636,24,48113020000,48,113,020000
721,615,152,48113020100,48,113,020100
1483,884,88,48113020200,48,113,020200
1234,585,221,48113020300,48,113,020300
3546,3337,152,48113020400,48,113,020400
1923,1115,228,48113020500,48,113,020500
857,739,25,48113020600,48,113,020600
2269,2113,148,48113020700,48,113,020700
0,0,0,48113980000,48,113,980000
5,5,0,48113980100,48,113,980100
1632,1197,199,48115950401,48,115,950401
599,425,202,48115950402,48,115,950402
1550,1129,333,48115950500,48,115,950500
541,428,55,48115950600,48,115,950600
1942,1685,480,48117950300,48,117,950300
1754,1299,242,48117950400,48,117,950400
1233,840,149,48117950500,48,117,950500
1216,988,258,48117950600,48,117,950600
1120,934,186,48119950100,48,119,950100
879,564,134,48119950200,48,119,950200
4355,3536,169,48121020103,48,121,020103
2244,2142,174,48121020104,48,121,020104
3922,3746,20,48121020105,48,121,020105
2576,2341,135,48121020106,48,121,020106
2854,2657,19,48121020107,48,121,020107
8176,7845,84,48121020108,48,121,020108
2179,2099,31,48121020109,48,121,020109
1653,1526,10,48121020110,48,121,020110
1165,1127,0,48121020111,48,121,020111
1268,1167,9,48121020112,48,121,020112
4042,3789,53,48121020113,48,121,020113
4349,3694,191,48121020114,48,121,020114
2032,1846,67,48121020115,48,121,020115
3100,2580,155,48121020202,48,121,020202
2061,1727,222,48121020203,48,121,020203
1607,1399,147,48121020204,48,121,020204
661,558,29,48121020205,48,121,020205
5074,4683,9,48121020303,48,121,020303
2693,2539,0,48121020305,48,121,020305
2721,2551,55,48121020306,48,121,020306
3961,3659,85,48121020307,48,121,020307
3586,3315,190,48121020308,48,121,020308
4025,3682,312,48121020309,48,121,020309
2063,1813,34,48121020310,48,121,020310
3241,2832,229,48121020401,48,121,020401
2144,1875,14,48121020402,48,121,020402
1516,1248,35,48121020403,48,121,020403
2488,1976,188,48121020503,48,121,020503
1033,937,188,48121020504,48,121,020504
2318,2053,15,48121020505,48,121,020505
643,545,17,48121020506,48,121,020506
1439,1188,93,48121020601,48,121,020601
3535,3112,33,48121020602,48,121,020602
1478,1289,92,48121020700,48,121,020700
1906,1664,0,48121020800,48,121,020800
1080,846,58,48121020900,48,121,020900
1170,1100,144,48121021000,48,121,021000
1811,1668,135,48121021100,48,121,021100
2629,2159,159,48121021201,48,121,021201
1178,926,120,48121021202,48,121,021202
1717,1636,81,48121021301,48,121,021301
2687,2319,64,48121021303,48,121,021303
2224,1921,74,48121021304,48,121,021304
1499,1294,18,48121021305,48,121,021305
4390,4074,191,48121021403,48,121,021403
2787,2599,35,48121021404,48,121,021404
4055,3652,249,48121021405,48,121,021405
2442,2244,69,48121021406,48,121,021406
2318,2058,133,48121021407,48,121,021407
2267,2029,137,48121021408,48,121,021408
2986,2635,115,48121021409,48,121,021409
1635,1503,185,48121021502,48,121,021502
1958,1824,14,48121021505,48,121,021505
1530,1472,5,48121021512,48,121,021512
1367,1219,11,48121021513,48,121,021513
1457,1314,33,48121021514,48,121,021514
5854,5358,146,48121021515,48,121,021515
2487,2290,170,48121021516,48,121,021516
1982,1973,217,48121021517,48,121,021517
1038,934,39,48121021518,48,121,021518
4742,4443,192,48121021519,48,121,021519
1325,1190,46,48121021520,48,121,021520
1369,1178,56,48121021521,48,121,021521
1212,1188,0,48121021522,48,121,021522
1301,1189,83,48121021523,48,121,021523
769,769,6,48121021524,48,121,021524
4612,4484,0,48121021525,48,121,021525
2453,2239,32,48121021526,48,121,021526
2192,2077,0,48121021527,48,121,021527
1724,1541,41,48121021611,48,121,021611
1478,1331,119,48121021612,48,121,021612
1929,1734,275,48121021613,48,121,021613
1309,1201,148,48121021614,48,121,021614
1530,1345,82,48121021615,48,121,021615
2110,1903,123,48121021616,48,121,021616
1293,1060,107,48121021618,48,121,021618
936,834,96,48121021619,48,121,021619
1360,1328,43,48121021620,48,121,021620
1302,1125,0,48121021621,48,121,021621
2019,1955,71,48121021622,48,121,021622
2841,2721,39,48121021623,48,121,021623
3021,2922,272,48121021624,48,121,021624
4846,4645,90,48121021625,48,121,021625
881,850,0,48121021626,48,121,021626
4677,4314,90,48121021627,48,121,021627
2360,2144,36,48121021628,48,121,021628
2246,2126,55,48121021629,48,121,021629
1948,1791,107,48121021630,48,121,021630
1792,1659,52,48121021631,48,121,021631
1583,1480,120,48121021632,48,121,021632
1709,1603,72,48121021633,48,121,021633
3222,3015,558,48121021634,48,121,021634
2334,2150,323,48121021635,48,121,021635
4262,4125,330,48121021636,48,121,021636
1878,1705,446,48121021637,48,121,021637
1754,1591,219,48121021638,48,121,021638
1724,1622,108,48121021715,48,121,021715
1855,1589,187,48121021716,48,121,021716
1927,1538,87,48121021717,48,121,021717
3629,3441,0,48121021718,48,121,021718
1655,1534,3,48121021719,48,121,021719
1073,1015,0,48121021720,48,121,021720
1386,1285,12,48121021721,48,121,021721
1685,1550,42,48121021722,48,121,021722
523,491,14,48121021723,48,121,021723
1340,1282,0,48121021724,48,121,021724
1321,1249,7,48121021725,48,121,021725
1120,1075,0,48121021726,48,121,021726
1660,1619,17,48121021727,48,121,021727
1411,1312,26,48121021728,48,121,021728
1023,980,19,48121021729,48,121,021729
1222,1127,0,48121021730,48,121,021730
1171,1100,19,48121021731,48,121,021731
848,814,37,48121021732,48,121,021732
996,869,51,48121021733,48,121,021733
1583,1435,131,48121021734,48,121,021734
1500,1337,47,48121021735,48,121,021735
1160,1094,77,48121021736,48,121,021736
1801,1734,27,48121021737,48,121,021737
1543,1359,90,48121021738,48,121,021738
1431,1396,229,48121021739,48,121,021739
2049,1822,231,48121021740,48,121,021740
650,577,40,48121021741,48,121,021741
2038,1777,111,48121021742,48,121,021742
1311,1082,141,48121021743,48,121,021743
994,849,185,48121021744,48,121,021744
1671,1498,197,48121021745,48,121,021745
1410,1311,0,48121021746,48,121,021746
2127,1877,8,48121021747,48,121,021747
1486,1341,70,48121021748,48,121,021748
1088,1057,6,48121021749,48,121,021749
1439,1365,26,48121021750,48,121,021750
1407,1378,0,48121021751,48,121,021751
1582,1500,12,48121021752,48,121,021752
2349,2315,50,48121021753,48,121,021753
1550,1511,50,48121021800,48,121,021800
1516,1436,13,48121021900,48,121,021900
1562,1059,195,48123970100,48,123,970100
1496,872,197,48123970200,48,123,970200
1472,1021,64,48123970300,48,123,970300
1496,1027,105,48123970400,48,123,970400
1022,685,62,48123970500,48,123,970500
845,614,67,48125950300,48,125,950300
2409,1543,296,48127950200,48,127,950200
739,426,104,48127950400,48,127,950400
707,472,123,48129950200,48,129,950200
628,456,64,48129950300,48,129,950300
1402,922,326,48131950100,48,131,950100
1012,722,155,48131950200,48,131,950200
1097,780,144,48131950500,48,131,950500
1071,699,137,48133950100,48,133,950100
1989,1399,98,48133950200,48,133,950200
1782,1187,198,48133950300,48,133,950300
706,476,87,48133950400,48,133,950400
944,586,123,48133950500,48,133,950500
942,780,110,48135000100,48,135,000100
570,487,119,48135000300,48,135,000300
1618,1443,168,48135000400,48,135,000400
1675,1480,211,48135000500,48,135,000500
1775,1364,301,48135000600,48,135,000600
2002,1612,467,48135000700,48,135,000700
1119,879,192,48135000800,48,135,000800
1801,1425,163,48135001000,48,135,001000
2528,2188,878,48135001100,48,135,001100
1702,1410,268,48135001300,48,135,001300
1534,1298,312,48135001500,48,135,001500
2062,1538,130,48135001600,48,135,001600
2442,2038,359,48135001700,48,135,001700
1205,891,266,48135001800,48,135,001800
1727,1274,335,48135001900,48,135,001900
1289,932,239,48135002000,48,135,002000
1055,849,360,48135002200,48,135,002200
1711,1501,311,48135002300,48,135,002300
1714,1431,133,48135002400,48,135,002400
2641,2469,218,48135002501,48,135,002501
2512,2185,231,48135002502,48,135,002502
2593,2464,316,48135002503,48,135,002503
3411,2735,450,48135002700,48,135,002700
1372,1224,308,48135002801,48,135,002801
2484,2037,445,48135002802,48,135,002802
1392,1172,82,48135002900,48,135,002900
4241,3923,380,48135003000,48,135,003000
1413,1042,266,48135003100,48,135,003100
789,440,157,48137950300,48,137,950300
2645,2309,255,48139060101,48,139,060101
2126,1894,181,48139060102,48,139,060102
3141,2753,114,48139060204,48,139,060204
2223,1847,136,48139060206,48,139,060206
2143,1866,82,48139060207,48,139,060207
1926,1689,151,48139060208,48,139,060208
1633,1450,41,48139060209,48,139,060209
549,514,35,48139060210,48,139,060210
1033,907,72,48139060211,48,139,060211
2049,1897,68,48139060212,48,139,060212
2547,2255,244,48139060213,48,139,060213
3279,3116,103,48139060214,48,139,060214
1400,1197,145,48139060300,48,139,060300
1632,1200,300,48139060400,48,139,060400
1135,1017,197,48139060500,48,139,060500
3595,3028,487,48139060600,48,139,060600
672,603,68,48139060701,48,139,060701
1698,1477,72,48139060702,48,139,060702
807,736,56,48139060703,48,139,060703
2652,2392,14,48139060801,48,139,060801
2548,2293,76,48139060802,48,139,060802
462,378,76,48139060803,48,139,060803
2283,2121,93,48139060900,48,139,060900
1505,1210,210,48139061000,48,139,061000
1633,1449,137,48139061100,48,139,061100
669,567,148,48139061200,48,139,061200
961,814,128,48139061300,48,139,061300
2766,2357,412,48139061400,48,139,061400
1835,1410,334,48139061500,48,139,061500
1968,1489,313,48139061600,48,139,061600
1792,1514,283,48139061700,48,139,061700
2556,1866,291,48141000101,48,141,000101
2046,1527,65,48141000106,48,141,000106
1675,1121,126,48141000107,48,141,000107
944,769,146,48141000108,48,141,000108
1128,858,117,48141000109,48,141,000109
1333,974,153,48141000110,48,141,000110
1119,852,56,48141000111,48,141,000111
1440,961,130,48141000112,48,141,000112
1815,1313,181,48141000204,48,141,000204
1561,1064,333,48141000205,48,141,000205
1532,1118,198,48141000206,48,141,000206
1485,1078,186,48141000207,48,141,000207
1443,1058,171,48141000208,48,141,000208
2018,1246,224,48141000301,48,141,000301
1630,1084,301,48141000302,48,141,000302
2243,1784,172,48141000401,48,141,000401
1181,886,147,48141000403,48,141,000403
1160,719,298,48141000404,48,141,000404
1553,968,196,48141000600,48,141,000600
2089,1553,452,48141000800,48,141,000800
3281,2457,313,48141000900,48,141,000900
1164,737,135,48141001001,48,141,001001
1327,865,210,48141001002,48,141,001002
3192,2893,334,48141001104,48,141,001104
2401,2195,105,48141001107,48,141,001107
1762,1462,24,48141001109,48,141,001109
1813,1612,111,48141001110,48,141,001110
2252,1819,154,48141001111,48,141,001111
1643,1264,66,48141001112,48,141,001112
2700,2243,282,48141001113,48,141,001113
2097,1689,230,48141001114,48,141,001114
1645,1216,223,48141001115,48,141,001115
1534,1140,299,48141001201,48,141,001201
1641,1283,49,48141001202,48,141,001202
232,138,11,48141001203,48,141,001203
1377,1249,28,48141001301,48,141,001301
2179,1957,50,48141001302,48,141,001302
845,732,38,48141001400,48,141,001400
2125,1649,179,48141001501,48,141,001501
826,700,34,48141001502,48,141,001502
1949,1297,327,48141001600,48,141,001600
243,131,56,48141001700,48,141,001700
429,162,90,48141001800,48,141,001800
766,399,166,48141001900,48,141,001900
944,546,179,48141002000,48,141,002000
808,420,157,48141002100,48,141,002100
1212,884,113,48141002201,48,141,002201
1724,1149,492,48141002202,48,141,002202
1505,1133,273,48141002300,48,141,002300
1101,860,210,48141002400,48,141,002400
2065,1423,235,48141002500,48,141,002500
890,550,115,48141002600,48,141,002600
1569,829,304,48141002800,48,141,002800
516,306,127,48141002900,48,141,002900
1088,528,173,48141003000,48,141,003000
1036,638,173,48141003100,48,141,003100
879,538,201,48141003200,48,141,003200
1917,1326,328,48141003300,48,141,003300
2188,1589,220,48141003402,48,141,003402
2332,1983,405,48141003403,48,141,003403
2275,1787,329,48141003404,48,141,003404
1030,752,115,48141003501,48,141,003501
1458,874,305,48141003502,48,141,003502
1317,838,305,48141003601,48,141,003601
896,496,133,48141003602,48,141,003602
1412,883,331,48141003701,48,141,003701
1478,888,254,48141003702,48,141,003702
1730,1055,279,48141003801,48,141,003801
980,700,141,48141003803,48,141,003803
1171,927,299,48141003804,48,141,003804
1251,909,220,48141003901,48,141,003901
804,481,105,48141003902,48,141,003902
1871,1162,335,48141003903,48,141,003903
2516,2029,377,48141004002,48,141,004002
2484,2106,431,48141004003,48,141,004003
1623,1124,406,48141004004,48,141,004004
2383,1711,325,48141004103,48,141,004103
1982,1535,317,48141004104,48,141,004104
1198,751,238,48141004105,48,141,004105
1674,1147,333,48141004106,48,141,004106
445,345,14,48141004107,48,141,004107
1793,1190,370,48141004201,48,141,004201
1977,1430,351,48141004202,48,141,004202
1962,1550,112,48141004303,48,141,004303
2051,1661,45,48141004307,48,141,004307
2065,1805,132,48141004309,48,141,004309
1898,1436,250,48141004310,48,141,004310
1620,1248,197,48141004311,48,141,004311
1995,1504,199,48141004312,48,141,004312
1270,1051,222,48141004313,48,141,004313
1733,1366,235,48141004314,48,141,004314
2230,1945,230,48141004316,48,141,004316
