S1601_C01_001E,S1601_C01_002E,S1601_C01_003E,S1601_C01_004E,S1601_C01_008E,S1601_C01_012E,S1601_C01_016E,FIPS,STATEFP,COUNTYFP,TRACTCE
2759,1040,1719,1699,20,0,0,48201231800,48,201,231800
7027,4759,2268,2268,0,0,0,48201231900,48,201,231900
4170,1842,2328,2300,0,0,28,48201232000,48,201,232000
3184,1197,1987,1987,0,0,0,48201232100,48,201,232100
14949,10212,4737,3861,367,424,85,48201232200,48,201,232200
11663,5533,6130,6130,0,0,0,48201232301,48,201,232301
10764,4785,5979,5887,0,92,0,48201232302,48,201,232302
8776,3698,5078,4830,0,248,0,48201232401,48,201,232401
3945,1998,1947,1874,0,73,0,48201232402,48,201,232402
4314,1372,2942,2837,92,13,0,48201232403,48,201,232403
3767,1763,2004,1998,6,0,0,48201232500,48,201,232500
2923,896,2027,2019,8,0,0,48201232600,48,201,232600
6933,2160,4773,4747,20,6,0,48201232701,48,201,232701
4877,2097,2780,2729,9,33,9,48201232702,48,201,232702
5112,2606,2506,2417,28,40,21,48201232800,48,201,232800
6683,4118,2565,2181,27,357,0,48201232900,48,201,232900
3646,2471,1175,1167,8,0,0,48201233001,48,201,233001
4835,2518,2317,1961,6,314,36,48201233002,48,201,233002
2356,1385,971,946,13,8,4,48201233003,48,201,233003
4144,1012,3132,3132,0,0,0,48201233101,48,201,233101
6407,1204,5203,5203,0,0,0,48201233102,48,201,233102
4952,938,4014,3994,0,11,9,48201233103,48,201,233103
5856,1598,4258,4180,40,38,0,48201233200,48,201,233200
4000,493,3507,3507,0,0,0,48201233300,48,201,233300
2364,884,1480,1442,0,0,38,48201233400,48,201,233400
7511,1707,5804,5804,0,0,0,48201233500,48,201,233500
2012,1127,885,885,0,0,0,48201233600,48,201,233600
5142,1757,3385,3355,3,0,27,48201233701,48,201,233701
2714,383,2331,2331,0,0,0,48201233702,48,201,233702
2341,467,1874,1874,0,0,0,48201233703,48,201,233703
3648,1453,2195,1789,186,220,0,48201240100,48,201,240100
7702,3489,4213,3987,34,126,66,48201240400,48,201,240400
5952,2183,3769,3517,185,67,0,48201240501,48,201,240501
4773,1685,3088,3015,0,36,37,48201240502,48,201,240502
2506,905,1601,1558,18,0,25,48201240600,48,201,240600
13313,6642,6671,6132,234,127,178,48201240701,48,201,240701
12521,6857,5664,4893,528,39,204,48201240702,48,201,240702
5037,3142,1895,1836,59,0,0,48201240801,48,201,240801
6128,4123,2005,1772,178,29,26,48201240802,48,201,240802
10395,5970,4425,3827,237,92,269,48201240901,48,201,240901
15122,9454,5668,4840,251,408,169,48201240902,48,201,240902
8766,6566,2200,1772,55,191,182,48201241000,48,201,241000
4776,3242,1534,1406,70,58,0,48201241101,48,201,241101
11902,8711,3191,2973,65,138,15,48201241102,48,201,241102
3977,2489,1488,1449,39,0,0,48201241103,48,201,241103
7633,5536,2097,1780,71,246,0,48201241200,48,201,241200
11150,8549,2601,1729,306,566,0,48201241300,48,201,241300
9130,7273,1857,1489,122,143,103,48201241400,48,201,241400
7186,4364,2822,2604,139,70,9,48201241500,48,201,241500
8761,5414,3347,3034,14,299,0,48201250100,48,201,250100
10068,5954,4114,3718,272,124,0,48201250200,48,201,250200
11114,8310,2804,2467,108,202,27,48201250301,48,201,250301
10887,7724,3163,2607,244,293,19,48201250302,48,201,250302
11862,8873,2989,2428,421,140,0,48201250401,48,201,250401
20055,16544,3511,2893,339,185,94,48201250402,48,201,250402
5863,4427,1436,999,111,224,102,48201250500,48,201,250500
6900,4617,2283,2059,191,33,0,48201250600,48,201,250600
5313,3981,1332,1049,96,187,0,48201250701,48,201,250701
4629,3634,995,663,50,282,0,48201250702,48,201,250702
8544,7771,773,455,112,115,91,48201250800,48,201,250800
9332,7856,1476,768,615,93,0,48201250900,48,201,250900
2619,2072,547,247,152,41,107,48201251000,48,201,251000
6769,5588,1181,893,252,36,0,48201251100,48,201,251100
6286,4720,1566,1029,352,185,0,48201251200,48,201,251200
6674,5813,861,634,123,18,86,48201251300,48,201,251300
2809,2404,405,320,36,49,0,48201251401,48,201,251401
5947,4386,1561,1298,44,219,0,48201251402,48,201,251402
5542,4403,1139,310,594,162,73,48201251501,48,201,251501
8872,7732,1140,478,488,160,14,48201251502,48,201,251502
2267,1986,281,122,71,88,0,48201251503,48,201,251503
6236,5355,881,869,12,0,0,48201251600,48,201,251600
7828,6773,1055,962,43,50,0,48201251700,48,201,251700
1861,1422,439,406,26,7,0,48201251800,48,201,251800
9870,8395,1475,1441,34,0,0,48201251901,48,201,251901
5852,5079,773,706,15,52,0,48201251902,48,201,251902
19352,14753,4599,3565,711,323,0,48201252000,48,201,252000
2177,1199,978,813,142,23,0,48201252100,48,201,252100
8716,3729,4987,4666,201,120,0,48201252200,48,201,252200
8705,4740,3965,3871,76,18,0,48201252301,48,201,252301
13668,5406,8262,8058,46,100,58,48201252302,48,201,252302
6010,3017,2993,2993,0,0,0,48201252400,48,201,252400
3948,1415,2533,2515,18,0,0,48201252500,48,201,252500
7988,2505,5483,5463,20,0,0,48201252600,48,201,252600
3716,2753,963,906,20,37,0,48201252700,48,201,252700
6554,4212,2342,1953,84,177,128,48201252800,48,201,252800
8263,5379,2884,2790,32,62,0,48201252900,48,201,252900
4029,2594,1435,1388,47,0,0,48201253000,48,201,253000
11263,6743,4520,4178,81,245,16,48201253100,48,201,253100
9227,6862,2365,2251,41,17,56,48201253200,48,201,253200
3207,2390,817,713,63,41,0,48201253300,48,201,253300
608,467,141,131,0,10,0,48201253400,48,201,253400
8721,5806,2915,2410,283,177,45,48201253500,48,201,253500
6205,3387,2818,2519,142,156,1,48201253600,48,201,253600
5265,2972,2293,1849,101,278,65,48201253700,48,201,253700
7544,3825,3719,3585,57,77,0,48201253800,48,201,253800
3618,2701,917,853,9,43,12,48201253900,48,201,253900
3691,2647,1044,1028,9,7,0,48201254000,48,201,254000
4511,2170,2341,2334,7,0,0,48201254100,48,201,254100
2443,894,1549,1530,19,0,0,48201254200,48,201,254200
4782,2126,2656,2612,35,0,9,48201254300,48,201,254300
2709,844,1865,1865,0,0,0,48201254400,48,201,254400
1776,608,1168,1135,16,0,17,48201254500,48,201,254500
3362,1128,2234,2187,40,7,0,48201254600,48,201,254600
2027,1381,646,585,30,31,0,48201254700,48,201,254700
5023,2993,2030,1480,80,63,407,48201310100,48,201,310100
1818,1348,470,307,62,80,21,48201310200,48,201,310200
4573,1879,2694,2615,69,10,0,48201310300,48,201,310300
3217,762,2455,2455,0,0,0,48201310400,48,201,310400
4093,1057,3036,2960,9,67,0,48201310500,48,201,310500
5090,1645,3445,3316,90,26,13,48201310600,48,201,310600
4233,1407,2826,2817,9,0,0,48201310700,48,201,310700
2482,706,1776,1744,10,16,6,48201310800,48,201,310800
4868,512,4356,4279,65,0,12,48201310900,48,201,310900
5504,722,4782,4782,0,0,0,48201311000,48,201,311000
4899,339,4560,4551,9,0,0,48201311100,48,201,311100
4619,976,3643,3625,0,9,9,48201311200,48,201,311200
4541,600,3941,3826,0,115,0,48201311300,48,201,311300
1566,442,1124,1124,0,0,0,48201311400,48,201,311400
7054,799,6255,6191,14,50,0,48201311500,48,201,311500
3539,335,3204,3110,8,47,39,48201311600,48,201,311600
5130,755,4375,4319,16,40,0,48201311700,48,201,311700
4098,445,3653,3487,25,141,0,48201311800,48,201,311800
2282,512,1770,1702,0,68,0,48201311900,48,201,311900
4535,3181,1354,550,309,445,50,48201312000,48,201,312000
4030,2752,1278,562,209,449,58,48201312100,48,201,312100
1838,1763,75,64,6,5,0,48201312200,48,201,312200
1797,1488,309,241,46,20,2,48201312300,48,201,312300
1822,1691,131,113,0,0,18,48201312400,48,201,312400
3330,2535,795,375,151,231,38,48201312500,48,201,312500
7497,4926,2571,1179,826,441,125,48201312600,48,201,312600
1887,1723,164,115,28,21,0,48201312700,48,201,312700
2577,2135,442,202,35,104,101,48201312800,48,201,312800
4215,3800,415,164,130,91,30,48201312900,48,201,312900
2596,2395,201,173,20,8,0,48201313000,48,201,313000
3850,2818,1032,404,303,325,0,48201313100,48,201,313100
3842,3295,547,276,136,116,19,48201313200,48,201,313200
2315,2098,217,217,0,0,0,48201313300,48,201,313300
2799,2444,355,166,71,25,93,48201313400,48,201,313400
2534,2010,524,475,6,0,43,48201313500,48,201,313500
4216,3235,981,924,15,42,0,48201313600,48,201,313600
2114,1932,182,164,18,0,0,48201313700,48,201,313700
4110,3552,558,539,0,19,0,48201313800,48,201,313800
4500,2902,1598,391,267,563,377,48201313900,48,201,313900
2562,1218,1344,304,365,562,113,48201314001,48,201,314001
6611,2862,3749,291,1347,1553,558,48201314002,48,201,314002
3668,3046,622,188,132,89,213,48201314300,48,201,314300
3319,1456,1863,221,301,1220,121,48201314400,48,201,314400
2641,433,2208,2164,0,32,12,48201320100,48,201,320100
5075,1294,3781,3237,0,544,0,48201320200,48,201,320200
4368,1019,3349,3268,0,81,0,48201320500,48,201,320500
2323,324,1999,1973,0,10,16,48201320601,48,201,320601
4429,746,3683,3677,6,0,0,48201320602,48,201,320602
4515,1574,2941,2678,29,234,0,48201320700,48,201,320700
4692,724,3968,3957,0,0,11,48201320800,48,201,320800
6914,2113,4801,4801,0,0,0,48201320900,48,201,320900
8841,2595,6246,6101,105,40,0,48201321000,48,201,321000
7736,3264,4472,3724,79,602,67,48201321100,48,201,321100
3728,1418,2310,2250,49,11,0,48201321200,48,201,321200
5904,1853,4051,3988,6,40,17,48201321300,48,201,321300
4225,912,3313,3292,0,21,0,48201321401,48,201,321401
3957,1356,2601,2601,0,0,0,48201321402,48,201,321402
2874,716,2158,2155,3,0,0,48201321500,48,201,321500
6375,3508,2867,2867,0,0,0,48201321600,48,201,321600
3195,915,2280,2250,14,16,0,48201321700,48,201,321700
3848,616,3232,3232,0,0,0,48201321800,48,201,321800
5575,2039,3536,3520,0,16,0,48201321900,48,201,321900
4459,1620,2839,2815,15,9,0,48201322000,48,201,322000
3879,2094,1785,1785,0,0,0,48201322100,48,201,322100
1543,677,866,853,0,10,3,48201322200,48,201,322200
5233,2742,2491,2485,0,6,0,48201322600,48,201,322600
6345,3619,2726,2726,0,0,0,48201322700,48,201,322700
6546,2707,3839,3777,62,0,0,48201322800,48,201,322800
3866,1785,2081,2081,0,0,0,48201322900,48,201,322900
5947,1868,4079,4078,0,1,0,48201323000,48,201,323000
3428,1783,1645,1645,0,0,0,48201323100,48,201,323100
5199,2645,2554,2510,35,9,0,48201323200,48,201,323200
2993,1550,1443,1413,22,0,8,48201323300,48,201,323300
7804,2809,4995,4887,0,106,2,48201323400,48,201,323400
5007,2906,2101,2101,0,0,0,48201323500,48,201,323500
8116,5038,3078,2795,50,233,0,48201323600,48,201,323600
4542,3185,1357,1278,14,65,0,48201323701,48,201,323701
2926,2194,732,528,149,54,1,48201323702,48,201,323702
3522,1948,1574,1557,17,0,0,48201323801,48,201,323801
4596,2155,2441,2373,4,59,5,48201323802,48,201,323802
3572,2357,1215,1165,26,24,0,48201323900,48,201,323900
5129,4059,1070,776,0,259,35,48201324000,48,201,324000
4716,1986,2730,2730,0,0,0,48201324100,48,201,324100
971,119,852,852,0,0,0,48201324200,48,201,324200
8845,5418,3427,3427,0,0,0,48201330100,48,201,330100
4125,1718,2407,2321,0,7,79,48201330200,48,201,330200
8179,2053,6126,5667,62,220,177,48201330301,48,201,330301
6200,2725,3475,3427,0,48,0,48201330302,48,201,330302
3837,2135,1702,1518,19,78,87,48201330303,48,201,330303
4489,1913,2576,2533,31,12,0,48201330400,48,201,330400
4638,1807,2831,2697,0,134,0,48201330500,48,201,330500
6822,3618,3204,3143,0,0,61,48201330600,48,201,330600
9156,3800,5356,5177,21,80,78,48201330700,48,201,330700
12283,8803,3480,2955,27,265,233,48201330800,48,201,330800
11963,7132,4831,4395,33,330,73,48201330900,48,201,330900
4022,2701,1321,1291,30,0,0,48201331100,48,201,331100
3141,2960,181,136,11,0,34,48201331200,48,201,331200
4977,3908,1069,975,67,15,12,48201331300,48,201,331300
2274,2198,76,0,0,76,0,48201331400,48,201,331400
9887,9078,809,792,17,0,0,48201331500,48,201,331500
6645,5984,661,561,14,68,18,48201331601,48,201,331601
1822,1480,342,309,0,5,28,48201331602,48,201,331602
4227,3237,990,950,40,0,0,48201331700,48,201,331700
3705,3184,521,502,9,0,10,48201331800,48,201,331800
3736,2975,761,739,16,0,6,48201331900,48,201,331900
5969,3977,1992,1908,24,60,0,48201332000,48,201,332000
3254,1357,1897,1897,0,0,0,48201332100,48,201,332100
4555,2816,1739,1739,0,0,0,48201332200,48,201,332200
2937,2106,831,801,9,0,21,48201332300,48,201,332300
3908,3459,449,436,0,13,0,48201332400,48,201,332400
2812,1546,1266,1256,10,0,0,48201332500,48,201,332500
6584,2841,3743,3735,8,0,0,48201332600,48,201,332600
2371,233,2138,2110,5,23,0,48201332700,48,201,332700
4470,928,3542,3542,0,0,0,48201332800,48,201,332800
4770,911,3859,3819,0,28,12,48201332900,48,201,332900
3706,734,2972,2967,5,0,0,48201333000,48,201,333000
4067,1142,2925,1791,89,1045,0,48201333100,48,201,333100
4295,1256,3039,2848,46,133,12,48201333201,48,201,333201
5343,2469,2874,2645,64,131,34,48201333202,48,201,333202
9286,2427,6859,6548,174,78,59,48201333300,48,201,333300
5547,2161,3386,3297,89,0,0,48201333500,48,201,333500
4236,1583,2653,2628,0,25,0,48201333600,48,201,333600
3300,662,2638,2497,22,119,0,48201333700,48,201,333700
10656,3146,7510,7270,69,171,0,48201333800,48,201,333800
9568,3212,6356,4621,97,1630,8,48201333901,48,201,333901
8685,3111,5574,4811,107,472,184,48201333902,48,201,333902
3356,1878,1478,693,125,633,27,48201334001,48,201,334001
2237,1423,814,633,27,93,61,48201334002,48,201,334002
6107,3213,2894,2423,130,341,0,48201334003,48,201,334003
14074,9342,4732,3130,225,605,772,48201334100,48,201,334100
6397,3682,2715,1804,414,457,40,48201340100,48,201,340100
1438,955,483,130,167,182,4,48201340201,48,201,340201
5142,3486,1656,517,415,724,0,48201340202,48,201,340202
3912,2902,1010,205,290,474,41,48201340203,48,201,340203
3702,2683,1019,307,409,303,0,48201340301,48,201,340301
6387,5347,1040,466,317,148,109,48201340302,48,201,340302
1269,1151,118,57,17,44,0,48201340400,48,201,340400
6011,4109,1902,1363,78,290,171,48201340500,48,201,340500
2354,2017,337,201,67,64,5,48201340600,48,201,340600
7130,4963,2167,1360,463,289,55,48201340700,48,201,340700
5541,4076,1465,547,416,440,62,48201340800,48,201,340800
4099,2512,1587,920,352,205,110,48201340900,48,201,340900
8257,6627,1630,1208,134,203,85,48201341000,48,201,341000
4131,2724,1407,1098,112,149,48,48201341100,48,201,341100
3428,2307,1121,878,58,53,132,48201341201,48,201,341201
4521,3163,1358,956,369,20,13,48201341202,48,201,341202
4764,3386,1378,399,782,117,80,48201341301,48,201,341301
2752,1999,753,574,60,101,18,48201341302,48,201,341302
4716,4043,673,389,91,100,93,48201341400,48,201,341400
6234,5301,933,630,104,0,199,48201341501,48,201,341501
4170,3849,321,301,20,0,0,48201341502,48,201,341502
6258,5259,999,614,55,231,99,48201341600,48,201,341600
2774,2354,420,319,84,13,4,48201341700,48,201,341700
2272,1887,385,285,71,27,2,48201341800,48,201,341800
6636,5634,1002,773,32,166,31,48201342001,48,201,342001
3178,2191,987,644,21,267,55,48201342002,48,201,342002
4145,3132,1013,886,0,127,0,48201342100,48,201,342100
3569,2532,1037,1027,0,10,0,48201342200,48,201,342200
7498,4797,2701,2600,0,67,34,48201342300,48,201,342300
3001,2157,844,808,12,0,24,48201342400,48,201,342400
5392,4832,560,540,5,0,15,48201342500,48,201,342500
4649,4214,435,358,77,0,0,48201342700,48,201,342700
8139,6881,1258,966,28,218,46,48201342800,48,201,342800
6103,4923,1180,1143,14,23,0,48201342900,48,201,342900
6659,4930,1729,1498,0,69,162,48201343000,48,201,343000
4452,3400,1052,956,63,33,0,48201343100,48,201,343100
4768,4006,762,752,3,7,0,48201343200,48,201,343200
4498,3242,1256,1187,46,23,0,48201343301,48,201,343301
4404,3532,872,768,69,35,0,48201343302,48,201,343302
2778,1966,812,750,5,57,0,48201343600,48,201,343600
3603,2765,838,821,0,0,17,48201343700,48,201,343700
16132,8353,7779,3405,1053,2986,335,48201350100,48,201,350100
8044,4081,3963,3317,61,585,0,48201350200,48,201,350200
6477,4227,2250,1861,54,335,0,48201350300,48,201,350300
6222,2610,3612,2888,126,501,97,48201350400,48,201,350400
7393,2481,4912,3601,446,844,21,48201350500,48,201,350500
4538,3790,748,499,115,90,44,48201350601,48,201,350601
8634,6381,2253,942,550,556,205,48201350602,48,201,350602
2055,1907,148,121,10,17,0,48201350700,48,201,350700
4971,4116,855,630,225,0,0,48201350801,48,201,350801
8012,5112,2900,1327,719,734,120,48201350802,48,201,350802
4584,3454,1130,760,254,116,0,48201410100,48,201,410100
5492,4171,1321,573,272,297,179,48201410200,48,201,410200
2967,2324,643,269,217,121,36,48201410300,48,201,410300
3887,3281,606,52,465,89,0,48201410401,48,201,410401
2349,1873,476,231,61,174,10,48201410402,48,201,410402
4402,3436,966,503,294,151,18,48201410500,48,201,410500
4820,3957,863,332,400,35,96,48201410600,48,201,410600
3934,2981,953,351,392,164,46,48201410701,48,201,410701
2710,2030,680,309,203,134,34,48201410702,48,201,410702
4157,3270,887,488,175,187,37,48201410800,48,201,410800
3060,2161,899,264,110,403,122,48201410900,48,201,410900
5094,3912,1182,365,329,472,16,48201411000,48,201,411000
3492,2453,1039,387,289,321,42,48201411100,48,201,411100
1790,1512,278,140,127,11,0,48201411200,48,201,411200
4431,3081,1350,269,563,372,146,48201411300,48,201,411300
2633,2251,382,227,89,13,53,48201411400,48,201,411400
7068,5220,1848,498,593,615,142,48201411501,48,201,411501
3997,2835,1162,561,369,167,65,48201411502,48,201,411502
2222,1868,354,117,143,27,67,48201411600,48,201,411600
3274,2328,946,482,182,176,106,48201411700,48,201,411700
5149,3565,1584,599,568,250,167,48201411800,48,201,411800
3092,2623,469,194,127,132,16,48201411900,48,201,411900
3597,2860,737,244,266,167,60,48201412000,48,201,412000
2836,1839,997,310,209,452,26,48201412100,48,201,412100
5427,3791,1636,462,615,529,30,48201412200,48,201,412200
6525,5232,1293,435,353,348,157,48201412300,48,201,412300
4230,3564,666,213,108,321,24,48201412400,48,201,412400
1515,1156,359,127,99,133,0,48201412500,48,201,412500
3546,2879,667,141,275,237,14,48201412600,48,201,412600
3345,2476,869,329,100,440,0,48201412700,48,201,412700
4945,3495,1450,335,448,647,20,48201412800,48,201,412800
3930,2230,1700,645,528,477,50,48201412900,48,201,412900
3435,2529,906,184,280,307,135,48201413000,48,201,413000
2647,2091,556,242,47,192,75,48201413100,48,201,413100
2623,1375,1248,424,164,443,217,48201413201,48,201,413201
3841,2151,1690,360,551,680,99,48201413202,48,201,413202
6942,4637,2305,424,304,793,784,48201413300,48,201,413300
2738,1333,1405,995,45,312,53,48201420100,48,201,420100
2436,969,1467,1267,65,122,13,48201420200,48,201,420200
3423,2879,544,350,83,100,11,48201420300,48,201,420300
3357,2775,582,412,58,112,0,48201420400,48,201,420400
3418,929,2489,2466,0,11,12,48201420500,48,201,420500
2191,1591,600,363,99,138,0,48201420600,48,201,420600
2673,2073,600,249,127,156,68,48201420700,48,201,420700
2045,1538,507,149,116,242,0,48201420800,48,201,420800
6787,5259,1528,449,143,896,40,48201420900,48,201,420900
2958,2258,700,206,150,338,6,48201421000,48,201,421000
2894,930,1964,1353,499,58,54,48201421101,48,201,421101
4628,634,3994,3317,147,44,486,48201421102,48,201,421102
5139,783,4356,3543,338,71,404,48201421201,48,201,421201
4853,324,4529,4212,72,27,218,48201421202,48,201,421202
7140,1104,6036,2919,1718,37,1362,48201421300,48,201,421300
3332,324,3008,2191,477,0,340,48201421401,48,201,421401
3307,248,3059,2869,52,37,101,48201421402,48,201,421402
4082,406,3676,3372,0,48,256,48201421403,48,201,421403
7305,1546,5759,3847,325,405,1182,48201421500,48,201,421500
6440,1054,5386,4673,0,222,491,48201421600,48,201,421600
4249,2149,2100,1335,158,360,247,48201421700,48,201,421700
4176,2917,1259,707,106,372,74,48201421800,48,201,421800
2334,1972,362,72,118,135,37,48201421900,48,201,421900
2377,1909,468,69,47,231,121,48201422000,48,201,422000
5007,2533,2474,2071,180,223,0,48201422100,48,201,422100
4926,3143,1783,1575,10,8,190,48201422200,48,201,422200
6455,3429,3026,1674,887,193,272,48201422301,48,201,422301
1672,1237,435,331,35,12,57,48201422302,48,201,422302
3326,1751,1575,875,179,302,219,48201422401,48,201,422401
5870,1865,4005,3764,101,53,87,48201422402,48,201,422402
6610,2818,3792,3020,212,85,475,48201422500,48,201,422500
6249,2688,3561,3134,274,64,89,48201422600,48,201,422600
5430,1020,4410,4220,39,138,13,48201422701,48,201,422701
3138,1063,2075,1824,50,179,22,48201422702,48,201,422702
5058,1953,3105,2435,155,220,295,48201422800,48,201,422800
3725,1002,2723,2221,141,136,225,48201422900,48,201,422900
5258,1011,4247,3408,296,144,399,48201423000,48,201,423000
2219,612,1607,1534,16,0,57,48201423100,48,201,423100
3476,1820,1656,1249,8,205,194,48201423201,48,201,423201
7098,3314,3784,3453,136,162,33,48201423202,48,201,423202
4201,2762,1439,956,127,272,84,48201423301,48,201,423301
4982,3528,1454,980,52,160,262,48201423302,48,201,423302
5737,3206,2531,1738,67,184,542,48201423401,48,201,423401
4577,2293,2284,939,71,740,534,48201423402,48,201,423402
1925,1156,769,328,87,267,87,48201423500,48,201,423500
7213,3873,3340,2569,79,244,448,48201423600,48,201,423600
5645,4356,1289,688,386,127,88,48201430100,48,201,430100
1444,1013,431,203,40,100,88,48201430200,48,201,430200
4568,3803,765,214,403,133,15,48201430300,48,201,430300
3303,2497,806,145,379,137,145,48201430400,48,201,430400
2572,1536,1036,323,180,214,319,48201430500,48,201,430500
3779,2799,980,484,300,196,0,48201430600,48,201,430600
3644,2307,1337,177,322,574,264,48201430700,48,201,430700
5789,3694,2095,524,572,865,134,48201430800,48,201,430800
5332,3147,2185,508,617,1040,20,48201430900,48,201,430900
5335,4321,1014,583,127,214,90,48201431000,48,201,431000
3763,2158,1605,554,686,143,222,48201431101,48,201,431101
4123,2511,1612,904,177,325,206,48201431102,48,201,431102
3463,1754,1709,884,355,287,183,48201431201,48,201,431201
5190,2398,2792,867,668,500,757,48201431202,48,201,431202
5548,3312,2236,1544,380,105,207,48201431301,48,201,431301
3962,3058,904,472,277,22,133,48201431302,48,201,431302
1790,1038,752,236,203,249,64,48201431401,48,201,431401
3109,1984,1125,384,148,490,103,48201431402,48,201,431402
4469,3314,1155,350,375,341,89,48201431501,48,201,431501
3411,2370,1041,223,648,170,0,48201431502,48,201,431502
2880,2572,308,192,45,18,53,48201431600,48,201,431600
4507,3681,826,460,135,104,127,48201431700,48,201,431700
3462,1997,1465,331,712,285,137,48201431801,48,201,431801
4437,2641,1796,664,259,700,173,48201431802,48,201,431802
4497,2275,2222,552,670,829,171,48201431900,48,201,431900
3837,1890,1947,1048,428,169,302,48201432001,48,201,432001
4270,1624,2646,1976,67,255,348,48201432002,48,201,432002
5314,2158,3156,1590,545,579,442,48201432100,48,201,432100
3878,1794,2084,1547,270,43,224,48201432200,48,201,432200
6809,3158,3651,2587,696,83,285,48201432300,48,201,432300
5747,2870,2877,1453,356,613,455,48201432400,48,201,432400
5006,1494,3512,2677,261,179,395,48201432500,48,201,432500
1843,883,960,771,103,69,17,48201432600,48,201,432600
5103,730,4373,4169,0,0,204,48201432701,48,201,432701
3933,1872,2061,1540,253,170,98,48201432702,48,201,432702
4437,1048,3389,2622,243,238,286,48201432801,48,201,432801
5620,1184,4436,3622,194,300,320,48201432802,48,201,432802
2762,865,1897,1814,0,12,71,48201432901,48,201,432901
5741,950,4791,3485,163,864,279,48201432902,48,201,432902
5439,449,4990,3968,349,532,141,48201433001,48,201,433001
3084,217,2867,1923,79,745,120,48201433002,48,201,433002
5292,517,4775,3071,98,1410,196,48201433003,48,201,433003
3584,546,3038,2903,0,71,64,48201433100,48,201,433100
4584,1388,3196,1121,157,1738,180,48201433201,48,201,433201
4059,1014,3045,2132,148,680,85,48201433202,48,201,433202
4781,1699,3082,2166,72,821,23,48201433300,48,201,433300
3961,1073,2888,2345,39,374,130,48201433400,48,201,433400
5051,834,4217,4093,31,10,83,48201433501,48,201,433501
6976,1401,5575,4718,205,388,264,48201433502,48,201,433502
5849,2227,3622,2863,127,192,440,48201433600,48,201,433600
7185,3426,3759,2953,95,494,217,48201440100,48,201,440100
1901,1412,489,146,159,184,0,48201450100,48,201,450100
5164,4294,870,190,200,438,42,48201450200,48,201,450200
7976,3675,4301,2213,752,620,716,48201450300,48,201,450300
4353,2316,2037,843,275,186,733,48201450400,48,201,450400
2720,1891,829,416,193,142,78,48201450500,48,201,450500
3773,3131,642,275,147,161,59,48201450600,48,201,450600
5614,4920,694,263,285,116,30,48201450700,48,201,450700
1464,1297,167,60,62,38,7,48201450801,48,201,450801
7251,3807,3444,1484,1614,78,268,48201450802,48,201,450802
2938,2154,784,152,106,261,265,48201450900,48,201,450900
5095,2689,2406,1544,410,80,372,48201451001,48,201,451001
4982,3219,1763,1240,230,99,194,48201451002,48,201,451002
3648,2687,961,490,193,136,142,48201451100,48,201,451100
2351,1616,735,302,287,78,68,48201451200,48,201,451200
6978,4152,2826,1517,637,482,190,48201451300,48,201,451300
3149,1767,1382,620,454,61,247,48201451401,48,201,451401
4804,3142,1662,1251,285,68,58,48201451402,48,201,451402
5383,3061,2322,886,563,553,320,48201451403,48,201,451403
4756,2683,2073,985,565,452,71,48201451500,48,201,451500
6710,3832,2878,804,985,1018,71,48201451601,48,201,451601
8878,3678,5200,1823,1513,1100,764,48201451602,48,201,451602
3569,2339,1230,499,165,370,196,48201451700,48,201,451700
5097,2579,2518,1528,218,403,369,48201451800,48,201,451800
6571,3776,2795,1519,195,763,318,48201451901,48,201,451901
2320,725,1595,186,284,842,283,48201451902,48,201,451902
7640,3728,3912,2260,517,691,444,48201452000,48,201,452000
9908,6054,3854,1444,1121,643,646,48201452100,48,201,452100
5243,2773,2470,1372,320,417,361,48201452201,48,201,452201
3456,2318,1138,665,197,117,159,48201452202,48,201,452202
2341,499,1842,984,22,775,61,48201452300,48,201,452300
7141,1516,5625,3209,23,2377,16,48201452400,48,201,452400
7057,1726,5331,3041,49,1656,585,48201452500,48,201,452500
8383,2356,6027,2423,672,2034,898,48201452600,48,201,452600
12420,3231,9189,2249,415,4952,1573,48201452700,48,201,452700
5227,1607,3620,1320,287,1583,430,48201452801,48,201,452801
6602,1566,5036,3116,136,1533,251,48201452802,48,201,452802
4425,936,3489,2672,30,624,163,48201452900,48,201,452900
7449,938,6511,5396,56,967,92,48201453000,48,201,453000
3997,1194,2803,2075,142,440,146,48201453100,48,201,453100
8087,2651,5436,3977,256,659,544,48201453200,48,201,453200
3279,1216,2063,1183,303,0,577,48201453300,48,201,453300
2936,1095,1841,1478,203,160,0,48201453401,48,201,453401
7150,2143,5007,3290,1100,222,395,48201453402,48,201,453402
4226,1469,2757,1911,225,351,270,48201453403,48,201,453403
6392,2079,4313,2598,203,1242,270,48201453501,48,201,453501
3526,1422,2104,1843,60,201,0,48201453502,48,201,453502
2181,690,1491,1067,80,228,116,48201453601,48,201,453601
7770,2490,5280,4166,158,912,44,48201453602,48,201,453602
8417,3449,4968,3283,511,903,271,48201453700,48,201,453700
4038,1244,2794,2126,154,348,166,48201453800,48,201,453800
9881,2701,7180,2415,981,3326,458,48201453900,48,201,453900
4963,2328,2635,1297,411,744,183,48201454000,48,201,454000
3587,1852,1735,967,233,439,96,48201454100,48,201,454100
4267,2096,2171,1951,10,102,108,48201454200,48,201,454200
11085,5985,5100,2399,306,1280,1115,48201454301,48,201,454301
6043,2557,3486,2549,354,388,195,48201454302,48,201,454302
